district,year,att_on_Business,att_on_Government_General,att_on_Police,att_on_Military,att_on_No_Name,att_on_Airports_Aircraft,att_on_Government_Diplomatic,att_on_Educational_Inst,att_on_Food_or_Water_Supply,att_on_Journalists_Media,att_on_Maritime,att_on_NGO,att_on_Other,att_on_Private_Citizens_Prop,att_on_Religious_Figures_Inst,att_on_Telecommunication,att_on_Terror_Non_State_M,att_on_Tourists,att_on_Transportation,att_on_Unknown,att_on_Utilities,att_on_Violent_Political_Party,attack_type_8_success,attack_type_8_fail,total_attacks,nkill,nwound,property,total_pop2,total_pop_982,total_att_on_law_enf,total_attcks_calculated,total_att_others,province
Kashmore,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13084032,8125440,0,0,0,Sindh
Kasur,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,41458572,28254072,0,0,1,Punjab
Kech,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9206748,3815628,0,0,0,Balochistan
Khairpur,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29157312,18573456,0,0,0,Sindh
Khanewal,1997,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,8,22,2,35042796,24821880,0,4,1,Punjab
Kharan,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1953192,1162800,0,0,0,Balochistan
Kharmang,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503352,600000,0,0,0,Gilgit Baltistan
Khushab,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15419712,10691580,0,0,0,Punjab
Khuzdar,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7870188,3905208,0,0,0,Balochistan
Khyber,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12278580,6908916,0,0,0,Khyber Pakhtunkhwa
Killa Abdullah,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3885516,2506440,0,0,0,Balochistan
Killa Saifullah,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2532684,1300104,0,0,0,Balochistan
Kohat,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15779928,9131100,0,0,0,Khyber Pakhtunkhwa
Kohistan Lower,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3919620,1058988,0,0,0,Khyber Pakhtunkhwa
Kohistan Upper,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4976508,3013392,0,0,0,Khyber Pakhtunkhwa
Kohlu,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1926012,930276,0,0,0,Balochistan
Kolai Palas Kohistan,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4185480,2531364,0,0,0,Khyber Pakhtunkhwa
Korangi Karachi,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26318004,16156920,0,0,0,Sindh
Kotli,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1504656,924912,0,0,0,Azad Kashmir
Kurram,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7384464,5379720,0,0,0,Khyber Pakhtunkhwa
Lahore,1997,5,5,0,0,0,0,1,0,0,0,0,0,0,5,6,0,0,0,0,0,0,1,0,0,23,61,120,16,63435816,37657548,0,11,12,Punjab
Lakki Marwat,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10665312,5976420,0,0,0,Khyber Pakhtunkhwa
Larkana,1997,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,18261432,12019296,1,2,0,Sindh
Lasbela,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6915252,3752340,0,0,0,Balochistan
Lehri,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415388,1063188,0,0,0,Balochistan
Leiah,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21887940,13451412,0,0,0,Punjab
Lodhran,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,20396316,14061600,0,1,0,Punjab
Loralai,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2933352,1610052,0,0,0,Balochistan
Lower Dir,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21091932,11720760,0,0,0,Khyber Pakhtunkhwa
Malakand,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3686844,2266296,0,0,0,Khyber Pakhtunkhwa
Malir Karachi,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7481172,3967632,0,0,0,Sindh
Mandi Bahauddin,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19128468,13926624,0,0,0,Punjab
Mansehra,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23020968,14413080,0,0,0,Khyber Pakhtunkhwa
Mardan,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36799512,22634700,0,0,0,Khyber Pakhtunkhwa
Mastung,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2721792,1569324,0,0,0,Balochistan
Matiari,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9240480,5930928,0,0,0,Sindh
Mianwali,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18511212,12679440,0,0,0,Punjab
Mirpur,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344772,281040,0,0,0,Azad Kashmir
Mirpur Khas,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18053280,12075948,0,0,0,Sindh
Mohmand,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6530064,3943704,0,0,0,Khyber Pakhtunkhwa
Multan,1997,0,1,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,8,18,37,5,56953992,37402212,0,4,3,Punjab
Musakhel,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1630848,1310808,0,0,0,Balochistan
Muzaffarabad,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230652,1905600,0,0,0,Azad Kashmir
Muzaffargarh,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,1,1,51942588,31630836,0,1,0,Punjab
Nagar,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616656,840000,0,0,0,Gilgit Baltistan
Nankana Sahib,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,9,1,16259832,12538380,0,1,0,Punjab
